sentence,label
"Sáng kiến tuần lễ xanh trong nội bộ giúp nâng cao ý thức của nhân viên về bảo vệ môi trường.",positive
"Nhiều vụ cháy rừng do nông dân đốt rơm rạ không kiểm soát, làm suy thoái đất nghiêm trọng.",negative
"Ban quản lý phân bổ kinh phí để nâng cấp trang thiết bị bảo hộ cho công nhân.",positive
"Các ngân hàng đang cập nhật tiêu chuẩn cho vay dựa trên thang điểm ESG nội bộ.",neutral
"Quyền lợi lao động bị xem nhẹ khi công ty thay đổi ca làm việc liên tục không báo trước.",negative
"Chương trình thu gom chai nhựa tại văn phòng khuyến khích nhân viên bảo vệ môi trường.",positive
"Chạy theo lợi nhuận, doanh nghiệp đã phá bỏ khu sinh quyển được bảo vệ nhiều năm.",negative
"Hiệp hội ngành đang soạn thảo một hướng dẫn chung về ESG cho hội viên.",neutral
"Công ty lắp đặt hệ thống quan trắc online, sẵn sàng cho công chúng theo dõi.",positive
"Trong nhiều năm, họ không có chính sách rõ ràng bảo vệ quyền lợi phụ nữ mang thai.",negative
"Thông tin ESG được tích hợp một phần vào báo cáo tài chính, phần còn lại là phụ lục riêng.",neutral
"Hãng thời trang sử dụng vải hữu cơ và tặng lại quần áo cũ cho tổ chức từ thiện.",positive
"Hoạt động đánh bắt cá voi thương mại vẫn tiếp diễn dù gặp phải làn sóng phản đối.",negative
"Họ lên kế hoạch ra mắt ứng dụng công bố dữ liệu phát triển bền vững trong quý tới.",neutral
"Việc giảm sử dụng vật liệu nhựa trong đóng gói đã giúp công ty tiết kiệm chi phí.",positive
"Đối tác logistics không tuân thủ quy tắc an toàn, gây ra nhiều vụ tai nạn đường bộ.",negative
"Chính sách quản trị rủi ro mới yêu cầu đánh giá tác động môi trường ở giai đoạn đầu dự án.",neutral
"Doanh nghiệp đẩy mạnh đầu tư vào công nghệ xử lý nước thải để đạt chuẩn quốc tế.",positive
"Công ty bảo vệ đường ống dẫn khí chưa tốt dẫn tới nguy cơ cháy nổ liên tục.",negative
"Hội nghị thường niên ESG tập trung phân tích xu hướng phát triển năng lượng tái tạo.",neutral
"Họ ưu tiên tuyển dụng người khuyết tật cho các vị trí văn phòng phù hợp.",positive
"Quá trình khai thác dầu đã gây hiện tượng sụt lún đất khiến cư dân phải di dời.",negative
"Công ty xây dựng phương pháp luận tính toán dấu chân carbon qua chuỗi cung ứng.",neutral
"Dự án nghiên cứu giống cây trồng chịu hạn góp phần ổn định sinh kế cho nông dân.",positive
"Đơn vị vận hành không cung cấp đủ trang thiết bị bảo hộ cho công nhân làm việc ngoài trời.",negative
"Họ công bố danh sách các nhà cung cấp đủ tiêu chuẩn ESG trên trang web chính thức.",neutral
"Nhờ áp dụng thiết kế tiết kiệm năng lượng, tòa nhà văn phòng giảm chi phí điện đáng kể.",positive
"Ban giám đốc độc đoán không tôn trọng ý kiến của cổ đông thiểu số.",negative
"Kết quả đánh giá ESG nội bộ của công ty cho thấy cả điểm mạnh và điểm yếu cần khắc phục.",neutral
"Phòng nhân sự chủ động cải thiện môi trường làm việc để nâng cao sức khỏe tinh thần.",positive
"Công ty kim loại màu xả nước chứa hóa chất độc hại ra sông mà không qua khử trùng.",negative
"Tập đoàn này công bố lộ trình tăng cường ESG theo giai đoạn, bao gồm mục tiêu ngắn hạn và dài hạn.",neutral
"Áp dụng các biện pháp tái cơ cấu quản trị, doanh nghiệp tăng hạng trên bảng xếp hạng ESG.",positive
"Hoạt động khai mỏ gây bụi mịn bay xa, ảnh hưởng đến môi trường sống của động vật.",negative
"Ban quản trị thuê thêm chuyên gia để đánh giá tính bền vững cho sản phẩm mới.",neutral
"Các chương trình trao quyền cho phụ nữ giúp tạo cơ hội việc làm cho bà mẹ đơn thân.",positive
"Lợi ích ngắn hạn được ưu tiên quá mức, khiến nhiều sáng kiến bảo vệ môi trường bị gạt bỏ.",negative
"Công ty khởi động dự án trồng 10.000 cây xanh trong khu vực đô thị.",positive
"Nhà máy thép xả nước thải chưa qua xử lý vào hệ thống thoát nước công cộng.",negative
"Báo cáo ESG quý này sẽ được công bố vào cuối tháng theo lịch trình đã định.",neutral
"Tập đoàn đầu tư 50 tỷ đồng để chuyển đổi sang năng lượng mặt trời hoàn toàn.",positive
"Công nhân phản đối việc cắt giảm ngày nghỉ phép và chế độ bảo hiểm.",negative
"Hội đồng cổ đông sẽ bỏ phiếu về kế hoạch ESG mới trong cuộc họp tháng sau.",neutral
"Chương trình học bổng cho sinh viên nghèo được mở rộng ra 10 tỉnh thành.",positive
"Doanh nghiệp bị phạt nặng vì vi phạm quy định về khí thải công nghiệp.",negative
"Công ty thuê tư vấn ESG quốc tế để đánh giá hiện trạng và đề xuất cải tiến.",neutral
"Ban lãnh đạo quyết định tăng lương tối thiểu 15% cho toàn bộ lao động.",positive
"Khu công nghiệp gây ô nhiễm tiếng ồn nghiêm trọng vào ban đêm.",negative
"Dữ liệu về tiêu thụ năng lượng được cập nhật hàng tháng trên hệ thống nội bộ.",neutral
"Sáng kiến sử dụng vật liệu tái chế giúp giảm 40% chi phí sản xuất.",positive
"Nhà quản lý cấp cao bị cáo buộc tham ô quỹ phúc lợi nhân viên.",negative
"Các tiêu chuẩn ESG mới sẽ được áp dụng từ đầu năm tài chính tiếp theo.",neutral
"Công ty xây dựng trung tâm chăm sóc trẻ em miễn phí cho con em công nhân.",positive
"Hoạt động khai thác đá phá hủy cảnh quan thiên nhiên của vùng núi.",negative
"Ủy ban ESG họp định kỳ mỗi tháng để theo dõi tiến độ thực hiện mục tiêu.",neutral
"Dự án nông nghiệp sạch tạo việc làm cho 500 hộ dân nông thôn.",positive
"Công ty dược phẩm thải bỏ hóa chất nguy hại không đúng quy định.",negative
"Bộ phận quản lý rủi ro đang xây dựng ma trận đánh giá tác động ESG.",neutral
"Tập đoàn cam kết đạt carbon trung tính vào năm 2030 thông qua công nghệ xanh.",positive
"Lao động nữ bị phân biệt đối xử trong khâu thăng tiến và đào tạo.",negative
"Hệ thống báo cáo ESG tự động sẽ được triển khai trong quý 3 năm nay.",neutral
"Chính sách work-from-home giúp giảm phát thải CO2 từ việc đi lại.",positive
"Nhà máy xi măng tiếp tục hoạt động bất chấp khiếu nại về ô nhiễm bụi.",negative
"Công ty đang xem xét các tiêu chuẩn quốc tế về báo cáo bền vững.",neutral
"Quỹ hỗ trợ giáo dục vùng cao đã trao 1000 suất học bổng năm qua.",positive
"Ban điều hành che giấu thông tin về sự cố môi trường nghiêm trọng.",negative
"Các chỉ số ESG được tích hợp vào bảng điều khiển quản lý cấp cao.",neutral
"Công ty logistics chuyển sang sử dụng 100% xe tải điện cho vận chuyển.",positive
"Điều kiện lao động tại mỏ than không đảm bảo tiêu chuẩn an toàn tối thiểu.",negative
"Bộ quy tắc ứng xử ESG được phát hành cho toàn bộ nhân viên và đối tác.",neutral
"Dự án điện gió ngoài khơi tạo ra nguồn năng lượng sạch cho 200.000 hộ gia đình.",positive
"Công ty thời trang nhanh sử dụng lao động trẻ em tại các xưởng may gia công.",negative
"Nhóm nghiên cứu nội bộ phân tích xu hướng ESG trong ngành công nghiệp.",neutral
"Chương trình đào tạo kỹ năng số miễn phí cho phụ nữ nông thôn được khởi động.",positive
"Sự cố rò rỉ hóa chất độc khiến 500 hộ dân phải sơ tán khẩn cấp.",negative
"Công ty đang chuẩn bị hồ sơ để xin chứng nhận ESG từ tổ chức uy tín.",neutral
"Ban quản trị phê duyệt ngân sách 100 tỷ cho dự án nước sạch nông thôn.",positive
"Nhà máy giấy xả thải khiến cá chết hàng loạt trên sông địa phương.",negative
"Khảo sát nhận thức ESG được thực hiện với 5000 nhân viên toàn tập đoàn.",neutral
"Công ty công nghệ tặng máy tính cho 100 trường học vùng khó khăn.",positive
"Quản lý nhân sự từ chối cấp phép thai sản cho nhân viên nữ mang thai.",negative
"Bộ chỉ số đo lường hiệu quả ESG được cập nhật theo chuẩn quốc tế mới nhất.",neutral
"Sáng kiến thu gom rác thải nhựa trên biển thu được 50 tấn rác trong tháng đầu.",positive
"Công ty khai thác dầu khí che giấu mức độ ô nhiễm thực tế từ các giếng khoan.",negative
"Phòng phát triển bền vững được thành lập với 20 chuyên gia ESG chuyên nghiệp.",neutral
"Chính sách bảo vệ người tố giác giúp phát hiện và xử lý nhiều vi phạm nội bộ.",positive
"Công ty vận tải biển xả dầu thải trực tiếp ra đại dương để tiết kiệm chi phí.",negative
"Hội thảo ESG khu vực diễn ra với sự tham gia của 200 doanh nghiệp hàng đầu.",neutral
"Dự án nhà ở xã hội cung cấp chỗ ở giá rẻ cho 2000 gia đình thu nhập thấp.",positive
"Nhà máy hóa chất gây ô nhiễm nguồn nước ngầm ảnh hưởng đến 10 xã lân cận.",negative
"Báo cáo tác động ESG được soạn thảo theo framework GRI mới nhất.",neutral
"Công ty bảo hiểm ra mắt sản phẩm bảo hiểm xanh ưu đãi cho dự án bền vững.",positive
"Lãnh đạo doanh nghiệp bị bắt vì tham nhũng trong các hợp đồng công trình lớn.",negative
"Hệ thống giám sát ESG real-time được tích hợp vào quy trình vận hành.",neutral
"Tập đoàn thực phẩm chuyển sang bao bì sinh học có thể phân hủy hoàn toàn.",positive
"Công ty khai thác gỗ phá rừng nguyên sinh để mở rộng diện tích sản xuất.",negative
"Cơ quan quản lý đang rà soát các tiêu chuẩn ESG hiện hành của ngành.",neutral
"Chương trình micro-credit hỗ trợ 1000 phụ nữ khởi nghiệp kinh doanh nhỏ.",positive
"Nhà máy luyện kim xả khói độc vượt ngưỡng cho phép gây hại sức khỏe cộng đồng.",negative
"Công ty đang triển khai khảo sát đánh giá mức độ hài lòng về chính sách ESG.",neutral
"Dự án trồng rau sạch tạo thu nhập ổn định cho 300 hộ nông dân địa phương.",positive
"Ban lãnh đạo thao túng báo cáo tài chính để che đậy thua lỗ từ hoạt động ESG.",negative
"Quy trình đánh giá nhà cung cấp theo tiêu chí ESG được chuẩn hóa toàn tập đoàn.",neutral
"Công ty dệt may đầu tư máy móc tiết kiệm nước và năng lượng hiện đại.",positive
"Hoạt động đốt rác thải y tế không đúng quy định gây ô nhiễm không khí nghiêm trọng.",negative
"Database ESG tập trung được xây dựng để quản lý dữ liệu từ tất cả chi nhánh.",neutral
"Quỹ đầu tư xanh cam kết rót 1000 tỷ đồng vào các startup công nghệ sạch.",positive
"Công ty xây dựng sử dụng vật liệu kém chất lượng gây nguy hiểm cho người dân.",negative
"Thông tư hướng dẫn thực hiện ESG được ban hành cho toàn ngành tài chính.",neutral
"Chương trình phân loại rác tại nguồn được triển khai tại 500 cộng đồng dân cư.",positive
"Nhà máy chế biến thực phẩm xả nước thải chứa vi khuẩn gây bệnh ra môi trường.",negative
"Ủy ban ESG cấp tập đoàn họp hàng quý để đánh giá tiến độ các mục tiêu.",neutral
"Công ty viễn thông lắp đặt trạm BTS năng lượng mặt trời tại vùng sâu vùng xa.",positive
"Tập đoàn dầu khí từ chối công khai thông tin về mức độ phát thải methane.",negative
"Phần mềm quản lý ESG được nâng cấp với tính năng báo cáo tự động mới.",neutral
"Dự án xử lý nước thải cộng đồng giúp cải thiện vệ sinh môi trường cho 50.000 dân.",positive
"Công ty logistics để xảy ra tai nạn giao thông nghiêm trọng do thiếu đào tạo lái xe.",negative
"Khung đánh giá rủi ro ESG được tích hợp vào quy trình phê duyệt đầu tư.",neutral
"Sáng kiến văn phòng xanh giúp giảm 30% lượng giấy sử dụng và tiết kiệm điện.",positive
"Nhà máy nhựa đốt phế liệu nhựa ngoài trời gây ô nhiễm không khí khu dân cư.",negative
"Bảng xếp hạng ESG nội bộ được công bố hàng năm để khuyến khích cạnh tranh tích cực.",neutral
"Công ty dược tặng miễn phí thuốc cho 10.000 bệnh nhân nghèo mắc bệnh hiểm nghèo.",positive
"Ban quản lý che giấu thông tin về tác động môi trường tiêu cực của dự án mới.",negative
"Chính sách ESG mới yêu cầu tất cả đối tác phải tuân thủ chuẩn mực quốc tế.",neutral
"Tập đoàn công nghệ đầu tư vào nghiên cứu pin mặt trời hiệu suất cao.",positive
"Công ty khai thác than đá gây sụt lún nghiêm trọng làm nứt nhà dân địa phương.",negative
"Hội đồng ESG đa bên liên quan được thành lập để tăng cường giám sát và tư vấn.",neutral
"Chương trình đào tạo nghề miễn phí cho người khuyết tật tạo cơ hội việc làm bình đẳng.",positive
"Công ty thép xả gas độc khiến hàng trăm học sinh phải nhập viện cấp cứu.",negative
"Công cụ đo lường carbon footprint được triển khai cho toàn bộ hoạt động sản xuất.",neutral
"Dự án năng lượng sinh khối từ rác thải nông nghiệp giảm ô nhiễm và tạo điện sạch.",positive
"Nhà máy giấy tiếp tục chặt phá rừng trồng bất chấp phản đối từ cộng đồng địa phương.",negative
"Roadmap chuyển đổi xanh 10 năm được phê duyệt với các mốc thời gian cụ thể.",neutral
"Công ty bán lẻ cam kết loại bỏ hoàn toàn túi nilon và chuyển sang bao bì tái chế.",positive
"Tập đoàn thực phẩm sử dụng chất bảo quản cấm để kéo dài thời gian sử dụng sản phẩm.",negative
"Hệ thống cảnh báo sớm về rủi ro ESG được tích hợp vào dashboard quản lý.",neutral
"Quỹ hỗ trợ khởi nghiệp xanh dành 500 tỷ đồng cho 100 startup công nghệ sạch.",positive
"Công ty vận tải từ chối nâng cấp hệ thống phanh khiến tai nạn lao động gia tăng.",negative
"Mô hình đánh giá ESG được điều chỉnh phù hợp với đặc thù ngành và quy mô doanh nghiệp.",neutral
"Dự án solar farm cung cấp điện sạch cho toàn bộ hoạt động sản xuất của tập đoàn.",positive
"Nhà máy hóa chất để rò rỉ axit sulfuric gây bỏng nghiêm trọng cho 20 công nhân.",negative
"Báo cáo ESG tích hợp được xuất bản lần đầu tiên theo chuẩn mực toàn cầu.",neutral
"Chương trình cấp nước sạch miễn phí phục vụ 100.000 người dân vùng hạn mặn.",positive
"Công ty thời trang sử dụng hóa chất độc hại trong quá trình nhuộm vải gây ô nhiễm nước.",negative
"Platform chia sẻ best practices ESG được ra mắt cho toàn ngành công nghiệp.",neutral
"Tập đoàn bất động sản xây dựng 50 tòa nhà xanh đạt chứng nhận LEED Platinum.",positive
"Ban giám đốc cố tình che giấu báo cáo đánh giá tác động môi trường tiêu cực.",negative
"Chỉ số ESG composite được phát triển để đánh giá tổng thể hiệu quả bền vững.",neutral
"Công ty công nghệ sinh học phát triển giống lúa chống chịu biến đổi khí hậu.",positive
"Nhà máy xi măng vượt ngưỡng phát thải CO2 cho phép nhưng từ chối giảm sản lượng.",negative
"Framework quản trị ESG được chuẩn hóa cho toàn bộ hệ thống công ty con.",neutral
"Dự án microfinance hỗ trợ 5000 phụ nữ nông thôn tiếp cận nguồn vốn kinh doanh nhỏ.",positive
"Công ty khai khoáng để xảy ra sập hầm mỏ khiến 10 công nhân thiệt mạng.",negative
